ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Weather_Condition_Encoded
A-6628317,Source1,2,2020-10-30 20:10:00,2020-10-30 23:52:59,42.235648,-71.652315,42.228586,-71.65293,0.489,I-90 Eastbound at Adams Rd, Adams Rd,North Grafton,Worcester,MA,01536-2202,US,US/Eastern,KORH,2020-10-30 19:54:00,27.0,19.0,89.0,29.02,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,5
A-6632658,Source1,2,2020-12-31 22:06:27,2021-01-01 01:30:22,25.912145,-80.23164399999997,25.911992,-80.231444,0.016,Incident on JAMES ST near WASHINGTON AVE Drive with caution., NW James St,Opa Locka,Miami-Dade,FL,33054,US,US/Eastern,KOPF,2020-12-31 21:53:00,74.0,74.0,76.0,30.12,10.0,SE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,5
A-6634650,Source1,2,2020-11-18 11:24:00,2020-11-18 14:21:30,41.731234,-80.204175,41.756934,-80.195815,1.827,Slow traffic on I-79 N from PA-198/Exit 154 (I-79) to US-6N/Exit 166 (I-79) due to accident.,I-79 N,Saegertown,Crawford,PA,16433,US,US/Eastern,KGKJ,2020-11-18 11:53:00,33.0,28.0,59.0,29.0,10.0,W,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,18
A-6657009,Source1,2,2020-11-23 19:34:30,2020-11-23 20:01:00,33.938174,-117.127347,33.939199,-117.136803,0.547,Slow traffic on Moreno Valley Fwy W - CA-60 W from Jack Rabbit Trl (CA-60) to Theodore St (CA-60) due to accident.,CA-60 W,Moreno Valley,Riverside,CA,92555,US,US/Pacific,KRIV,2020-11-23 19:58:00,47.0,45.0,84.0,28.31,10.0,SSE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,5
A-6663753,Source1,2,2020-11-11 10:15:00,2020-11-13 04:14:14,25.669273,-80.322417,25.665425,-80.324205,0.288,Stationary traffic on US-1 S - FL-5 from Keyes Dr/104th St (US-1) to Chapman Field Dr/124th St (US-1) due to accident., S Dixie Hwy,Miami,Miami-Dade,FL,33156,US,US/Eastern,KTMB,2020-11-11 09:53:00,83.0,83.0,85.0,29.88,10.0,SSE,20.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,18
A-6664584,Source1,2,2020-12-01 20:11:00,2020-12-01 21:41:30,25.717372,-80.39912199999998,25.715026,-80.399046,0.162,Stationary traffic from Bird Dr/SW 42nd St (SW 127th Ave) to SW 56th St (SW 127th Ave) due to accident., SW 127th Ave,Miami,Miami-Dade,FL,33175-5538,US,US/Eastern,KTMB,2020-12-01 19:53:00,56.0,56.0,64.0,30.16,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,5
A-6675270,Source1,2,2020-10-30 03:55:00,2020-10-30 05:41:50,37.436006,-122.260191,37.437123,-122.258778,0.109,Incident on GLENWOOD AVE near CANADA RD Drive with caution., Glenwood Ave,Woodside,San Mateo,CA,94062-3513,US,US/Pacific,KSQL,2020-10-30 03:55:00,50.0,50.0,71.0,30.05,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,3.0,5
A-6679540,Source1,2,2020-11-26 04:00:07,2020-11-26 06:01:11,32.94696500000001,-96.816414,32.946272,-96.815904,0.056,Incident on MONTFORT DR near CELESTIAL RD Expect long delays., Montfort Dr,Dallas,Dallas,TX,75254-8409,US,US/Central,KADS,2020-11-26 03:35:00,46.0,43.0,68.0,29.34,10.0,ESE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,4.0,5
A-6681876,Source1,2,2020-09-18 20:22:31,2020-09-19 01:52:00,28.009137,-82.286018,28.023975,-82.238791,3.0580000000000003,Slow traffic on I-4 from CR-579/Exit 8 (I-4) to McIntosh Rd (I-4) due to accident roadwork.,I-4 E,Seffner,Hillsborough,FL,33584,US,US/Eastern,KVDF,2020-09-18 20:15:00,81.0,81.0,79.0,29.89,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,20.0,5
A-6685068,Source1,2,2020-12-31 05:04:00,2020-12-31 08:06:58,32.149035999999995,-110.996118,32.149044,-110.998093,0.116,Incident on W BATHURST RD near S BALLANTRY DR Drive with caution., S Ballantry Dr,Tucson,Pima,AZ,85746-1397,US,US/Mountain,KTUS,2020-12-31 04:58:00,37.0,30.0,40.0,27.21,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5.0,5
A-6701309,Source1,2,2020-09-29 12:11:00,2020-09-29 16:31:00,42.008424,-87.901943,42.017394,-87.936073,1.858,Queuing traffic on I-90 from IL-72/Lee St (I-90) to Elmhurst Rd (I-90) due to accident.,I-90 W,Des Plaines,Cook,IL,60018,US,US/Central,KORD,2020-09-29 12:17:00,58.0,58.0,62.0,29.14,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,18
A-6720341,Source1,2,2020-12-16 20:37:00,2020-12-16 22:35:30,36.759135,-76.27463900000002,36.758591,-76.303784,1.614,Slow traffic on I-64 E - G A Treakle Bdg - US-17 N from VA-190/Exit 292 (I-64) to US-17/Exit 296 (I-64) due to accident.,G A Treakle Bdg,Chesapeake,Chesapeake,VA,23320,US,US/Eastern,KCPK,2020-12-16 20:35:00,44.0,37.0,97.0,29.72,4.0,WSW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,1
A-6725342,Source1,2,2020-12-13 11:31:00,2020-12-13 13:32:10,37.073563,-121.938148,37.081137,-121.945837,0.6729999999999999,Incident on SOQUEL SAN JOSE RD near HESTER CREEK RD Drive with caution., Old San Jose Rd,Soquel,Santa Cruz,CA,95073,US,US/Pacific,KWVI,2020-12-13 11:34:00,53.0,53.0,96.0,30.03,1.0,SE,6.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,15
A-6727825,Source1,2,2020-11-30 14:45:00,2020-12-01 02:59:00,25.792443,-80.321043,25.849018,-80.322248,3.91,Stationary traffic on FL-826 N from FL-836 (FL-826) to South River Dr (FL-826) due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,33122,US,US/Eastern,KMIA,2020-11-30 14:53:00,82.0,82.0,62.0,29.85,10.0,SW,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,1
A-6742453,Source1,2,2020-11-28 09:16:00,2020-11-28 11:45:00,33.68538,-84.40372099999998,33.683609999999994,-84.409971,0.38,Incident on I-85 SB near METROPOLITAN PKWY Road closed. Take alternate route.,I-85,Atlanta,Fulton,GA,30315,US,US/Eastern,KATL,2020-11-28 08:52:00,53.0,53.0,86.0,28.99,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,5
A-6744129,Source1,2,2020-12-13 01:33:21,2020-12-13 02:48:21,41.591781,-93.808146,41.592011,-93.802696,0.282,Incident on I-80 EB near JORDAN CREEK PKY Drive with caution.,I-80 E,West des Moines,Dallas,IA,50266,US,US/Central,KDSM,2020-12-13 01:54:00,19.0,10.0,88.0,29.14,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,5
A-6747938,Source1,2,2020-12-08 01:05:00,2020-12-08 03:11:23,34.067391,-117.571724,34.067351,-117.564124,0.435,I10 E WO MILLIKEN AVE. ASKED RP IF SHE WAS PULLED TO RS AND RP STARTED YELLING AND SCREAMING AT ME AND THEN HUNG UP [Shared],I-10 E,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2020-12-08 00:53:00,72.0,72.0,6.0,28.99,10.0,NNE,25.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,19
A-6752445,Source1,2,2020-12-12 10:31:00,2020-12-12 22:26:00,33.974642,-118.286822,33.974661,-118.281264,0.318,Stationary traffic from S Vermont Ave (Florence Ave) to I-110 (Florence Ave) due to accident., W Florence Ave,Los Angeles,Los Angeles,CA,90044-6105,US,US/Pacific,KHHR,2020-12-12 10:53:00,59.0,59.0,67.0,29.99,10.0,E,5.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10.0,1
A-6763390,Source1,2,2020-11-01 05:55:02,2020-11-01 09:55:09,45.311876,-93.646298,45.321389,-93.677847,1.668,Incident on US-10 WB near 145TH ST Drive with caution., Highway 10,Elk River,Sherburne,MN,55330-7606,US,US/Central,KCFE,2020-11-01 05:55:00,25.0,,66.0,29.22,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,5.0,5
A-6766220,Source1,2,2020-11-24 16:31:00,2020-11-24 18:06:05,29.359398,-81.505485,29.361228000000004,-81.50638599999998,0.138,Incident on US-17 near REGISTER LN Road closed. Take alternate route.,US Highway 17 N,Seville,Volusia,FL,32190,US,US/Eastern,KXFL,2020-11-24 16:50:00,73.0,73.0,57.0,30.16,10.0,E,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-6788499,Source1,2,2020-10-17 00:06:45,2020-10-17 01:41:47,37.240633,-93.274735,37.240637,-93.27353,0.066,Incident on KEARNEY ST near NATIONAL AVE Drive with caution., N National Ave,Springfield,Greene,MO,65803-4135,US,US/Central,KSGF,2020-10-17 00:52:00,46.0,41.0,47.0,28.8,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,0.0,5
A-6795013,Source1,2,2020-12-03 14:00:30,2020-12-03 21:06:30,39.957014,-75.15545,39.960438,-75.181,1.374,Slow traffic on Vine Street Expy W - US-30 W - I-676 W from N 10th St to 30TH St exit [345] due to accident.,I-676 W,Philadelphia,Philadelphia,PA,19107,US,US/Eastern,KPHL,2020-12-03 13:54:00,52.0,52.0,22.0,30.2,10.0,WSW,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,14.0,18
A-6797218,Source1,2,2020-11-11 15:22:00,2020-11-11 19:10:19,36.604458,-80.272319,36.603175,-80.27243299999998,0.089,On VA-8 in the County of Patrick in the vicinity of Lottie Ln; Rocky Branch Ln; Rorrer Ln; Witt Creek Ln; Rt. 859N/S (Patrick County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed., Conway Ln,Stuart,Patrick,VA,24171,US,US/Eastern,KMTV,2020-11-11 15:15:00,72.0,72.0,100.0,28.95,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,1
A-6807170,Source1,2,2020-12-31 00:02:41,2020-12-31 00:40:34,44.454413,-117.328807,44.471327,-117.338168,1.257,Slow traffic on I-84 W - US-30 W - Old Oregon Trl from Dixie Creek Rd/Exit 340 (I-84) to Lookout Mountain Rd/Exit 338 (I-84) due to accident.,I-84 W,Huntington,Baker,OR,97907,US,US/Mountain,KONO,2020-12-31 00:44:00,29.0,29.0,78.0,27.76,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,1
A-6810362,Source1,2,2020-11-21 03:26:00,2020-11-21 04:26:00,35.457097,-80.872968,35.472707,-80.87485799999997,1.084,In Huntersville / Mile Marker 26.2 to 26.2 Heading North. two vehicle accident blocking gp lane 1&amp;nbsp;,I-77 N,Cornelius,Mecklenburg,NC,28031,US,US/Eastern,KJQF,2020-11-21 03:35:00,41.0,41.0,100.0,29.65,5.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3.0,5
A-6814795,Source1,2,2020-09-14 09:29:00,2020-09-14 11:45:00,34.373098,-84.90756800000003,34.277458,-84.815308,8.449,Incident on I-75 SB near GA-140 Right lane blocked. Expect delays.,GA-401 S,Adairsville,Bartow,GA,30103,US,US/Eastern,KRMG,2020-09-14 09:30:00,74.0,74.0,87.0,29.44,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,5
A-6820057,Source1,2,2020-11-04 03:38:00,2020-11-04 05:19:09,30.328801,-97.657692,30.328674,-97.659417,0.103,Incident on E US-290 SERVICE RD WB near TUSCANY WAY Drive with caution., E Highway 290,Austin,Travis,TX,78724-2418,US,US/Central,KAUS,2020-11-04 03:53:00,41.0,41.0,89.0,29.65,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3.0,5
A-6824940,Source1,2,2020-11-01 21:33:00,2020-11-01 23:12:32,30.582493,-81.985827,30.587413,-81.999337,0.873,Incident on RIVER RD near CANDLEWOOD DR Expect delays., River Rd,Hilliard,Nassau,FL,32046,US,US/Eastern,KJAX,2020-11-01 21:56:00,62.0,62.0,100.0,30.07,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21.0,5
A-6831083,Source1,2,2020-11-04 13:48:30,2020-11-05 03:29:00,33.876729,-118.181736,33.876162,-118.159159,1.296,Slow traffic on CA-91 from Atlantic Ave (CA-91) to Paramount Blvd (CA-91) due to accident.,Artesia Fwy E,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2020-11-04 13:53:00,82.0,82.0,41.0,29.95,6.0,WNW,9.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,8
A-6840380,Source1,2,2020-12-27 03:27:00,2020-12-27 07:12:00,35.49442,-80.20642099999998,35.493148,-80.208794,0.16,Incident on NC-49 SB near RUSSEL RD Road closed. Take alternate route., NC 49 Hwy,New London,Stanly,NC,28127-8633,US,US/Eastern,KVUJ,2020-12-27 03:35:00,22.0,22.0,92.0,29.56,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3.0,5
A-6851613,Source1,2,2020-11-16 07:34:35,2020-11-16 08:49:35,29.632882,-95.167833,29.642027,-95.158628,0.84,Incident on E SAM HOUSTON TOLLWAY NB near PRESTON Expect long delays.,E Sam Houston Tollway N,Pasadena,Harris,TX,77505,US,US/Central,KEFD,2020-11-16 07:50:00,52.0,52.0,67.0,30.29,10.0,N,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-6853880,Source1,2,2020-09-20 20:01:24,2020-09-20 21:01:24,45.574647,-122.545934,45.597177,-122.550054,1.569,A crash has occurred causing no to minimum delays. Use caution.,Glenn L Jackson Memorial Bridge,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2020-09-20 19:53:00,66.0,66.0,65.0,29.93,10.0,CALM,0.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,20.0,27
A-6861583,Source1,2,2020-11-07 06:49:00,2020-11-07 09:47:37,33.051842,-117.072983,33.035672,-117.076933,1.14,I15 S W BERNARDO SO (POMERADO). C87-007C VEH 1124,Escondido Fwy S,San Diego,San Diego,CA,92127,US,US/Pacific,KRNM,2020-11-07 06:45:00,49.0,47.0,97.0,28.3,9.0,ESE,5.0,0.04,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6.0,1
A-6874667,Source1,2,2020-11-21 05:35:49,2020-11-21 08:20:49,42.571581,-123.372441,42.631331,-123.381591,4.154,Incident on I-5 NB near MP 67 Drive with caution.,I-5 N,Grants Pass,Josephine,OR,97526,US,US/Pacific,KSXT,2020-11-21 05:56:00,35.0,26.0,59.0,26.32,10.0,ESE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,5.0,5
A-6877970,Source1,2,2020-11-10 01:03:00,2020-11-10 02:03:00,35.783768,-78.700615,35.781438,-78.702945,0.207,In Raleigh / Mile Marker 2 Heading West. There is congestion near Exit 2-A (Western Boulevard).,I-440 W,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,2020-11-10 00:51:00,57.0,57.0,100.0,29.82,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,5
A-6883033,Source1,2,2020-09-17 17:49:30,2020-09-17 22:27:00.000000000,40.824109,-73.931133,40.810318,-73.930622,0.953,Stationary traffic on I-87 from 155th St/Macombs Dam Bridge/Exit 5 (I-87) to Willis Ave/Exit 2 (I-87) due to accident.,Major Deegan Expy S,Bronx,Bronx,NY,10451,US,US/Eastern,KLGA,2020-09-17 17:51:00,75.0,75.0,66.0,29.93,10.0,S,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,22
A-6891366,Source1,2,2020-11-19 19:15:15,2020-11-19 21:00:08,32.316193,-95.302814,32.316184,-95.304128,0.077,Incident on FAIR LN near OLD BULLARD RD Drive with caution., Belmead Ln,Tyler,Smith,TX,75701-7839,US,US/Central,KTYR,2020-11-19 18:53:00,68.0,68.0,63.0,29.63,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,5
A-6897078,Source1,2,2020-10-27 23:21:00,2020-10-28 01:36:09,26.162513,-80.16214000000002,26.166243,-80.15968000000002,0.299,Incident on I-95 NB near W OAKLAND PARK BLVD Drive with caution.,I-95,Fort Lauderdale,Broward,FL,33311,US,US/Eastern,KFXE,2020-10-27 22:53:00,81.0,81.0,85.0,30.05,10.0,E,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,5
A-6900748,Source1,2,2020-11-12 22:45:00,2020-11-13 02:18:39,37.731181,-122.188214,37.729581,-122.186824,0.134,WB 98TH ONR TO SB 880. BLU DODG CHARGER VS WHI FORD TK,I-880,Oakland,Alameda,CA,94603,US,US/Pacific,KOAK,2020-11-12 22:53:00,49.0,49.0,71.0,30.11,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,18
A-6905189,Source1,2,2020-12-29 01:09:00,2020-12-30 00:45:00,47.602783,-122.326208,47.587273,-122.320448,1.105,Incident on WA-5 SB near MP 164 Right lane blocked. Expect delays.,I-5 N,Seattle,King,WA,98104,US,US/Pacific,KBFI,2020-12-29 00:53:00,38.0,33.0,89.0,30.2,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,1
A-6907309,Source1,2,2020-09-27 23:50:00,2020-09-28 01:05:11,28.214478000000003,-82.371034,28.215651,-82.370141,0.098,Incident on I-75 near MM 277 Expect delays.,I-75 N,Wesley Chapel,Pasco,FL,33544,US,US/Eastern,KVDF,2020-09-27 23:55:00,77.0,77.0,89.0,29.92,10.0,ENE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,5
A-6919014,Source1,2,2020-12-18 22:23:00,2020-12-19 00:41:13,34.071317,-118.108102,34.072817,-118.108122,0.104,EB JWO. RP AVSD TESLA #2 LN // 2 PTYS STANDING OUTSIDE OF VEH[Shared], N New Ave,Rosemead,Los Angeles,CA,91770,US,US/Pacific,KEMT,2020-12-18 21:53:00,53.0,53.0,47.0,30.13,10.0,E,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,5
A-6925727,Source1,2,2020-11-27 19:00:33,2020-11-27 21:43:25,34.189292,-80.171624,34.186862,-80.20653399999998,2.002,Incident on I-20 WB near MM 120 Expect delays.,I-20,Bishopville,Lee,SC,29010,US,US/Eastern,KHVS,2020-11-27 18:55:00,55.0,55.0,94.0,29.66,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,18
A-6928548,Source1,2,2020-11-23 08:36:48,2020-11-23 10:06:48,38.866034,-76.991833,38.863794,-76.99578299999997,0.263,Incident on I-295 SB near 11TH ST Drive with caution.,I-695 S,Washington,District of Columbia,DC,20020,US,US/Eastern,KWBC,2020-11-23 08:56:00,50.0,43.0,62.0,29.76,10.0,NW,22.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,6
A-6937335,Source1,2,2020-10-14 01:03:53,2020-10-14 02:19:01,45.28151,-93.549343,45.279557,-93.548858,0.1369999999999999,Incident on US-10 EB near YALE ST Drive with caution.,171st Ave NW,Elk River,Sherburne,MN,55330,US,US/Central,KCFE,2020-10-14 00:55:00,48.0,,59.0,28.85,10.0,,,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,1.0,18
A-6939353,Source1,2,2020-12-11 22:01:51,2020-12-11 23:41:27,35.767383,-78.697233,35.76705,-78.698231,0.06,Incident on AVENT FERRY RD near HOUSE 3415 Drive with caution., Avent Ferry Rd,Raleigh,Wake,NC,27606-3646,US,US/Eastern,KRDU,2020-12-11 21:51:00,48.0,48.0,93.0,29.73,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,1
A-6951804,Source1,2,2020-09-27 00:17:00,2020-09-27 01:18:30,34.126326,-118.344566,34.134495,-118.356768,0.898,Queuing traffic on US-101 from Vine St (US-101) to Universal Center Dr (US-101) due to accident.,Hollywood Fwy N,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,2020-09-27 00:53:00,67.0,67.0,84.0,29.05,7.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,5
A-6955503,Source1,2,2020-12-16 23:47:00,2020-12-17 01:22:39,25.580225,-80.456289,25.580184,-80.458484,0.1369999999999999,Incident on FL-994 near SW 165TH AVE Drive with caution., SW 200th St,Miami,Miami-Dade,FL,33187-2804,US,US/Eastern,KTMB,2020-12-16 23:53:00,71.0,71.0,100.0,29.96,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,5
A-6957638,Source1,2,2020-11-15 03:23:00,2020-11-15 05:23:05,30.464476,-87.250383,30.464338,-87.250855,0.03,Incident on BEVERLY PKWY near CONCORDIA BLVD Drive with caution.,Beverly Pkwy,Pensacola,Escambia,FL,32505,US,US/Central,KPNS,2020-11-15 02:53:00,68.0,68.0,93.0,29.89,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3.0,5
A-6962228,Source1,2,2020-12-21 16:33:00,2020-12-21 17:50:00,32.843705,-96.634475,32.84395,-96.634618,0.019,Incident on I-635 NB near LA PRADA DR Expect long delays.,I-635 N,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2020-12-21 16:50:00,66.0,66.0,26.0,29.64,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
